left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
1,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
2,0,11,6,0,5,1989,0,5,11,6,0,0,0,0,0,0,nan,nan,nan
3,1,25,12,1,12,1975,0,10,24,12,0,0,1,1,0,1,1,1,1
4,0,23,12,0,11,1977,0,10,23,12,0,0,0,0,0,0,nan,nan,nan
5,0,31,16,0,15,1969,0,10,31,16,0,0,0,0,0,0,nan,nan,nan
6,0,23,12,0,11,1977,0,9,23,12,0,0,0,0,0,0,nan,nan,nan
7,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
8,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
9,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
10,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
11,1,21,11,0,10,1979,0,10,21,11,1,0,0,1,1,0,1,0,nan
12,0,27,14,0,13,1973,0,9,27,14,0,0,0,0,0,0,nan,nan,nan
13,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
14,1,19,10,0,9,1981,0,9,19,10,1,0,0,1,1,0,1,0,nan
15,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
16,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
17,1,45,23,0,22,1955,0,10,45,23,1,0,0,1,1,0,1,0,nan
18,0,47,24,0,23,1953,0,10,47,24,0,0,0,0,0,0,nan,nan,nan
19,1,21,11,0,10,1979,0,10,21,11,1,0,0,1,1,0,1,0,nan
20,0,21,11,0,10,1979,0,7,21,11,0,0,0,0,0,0,nan,nan,nan
21,0,23,12,0,11,1977,0,10,23,12,0,0,0,0,0,0,nan,nan,nan
22,0,25,13,0,12,1975,0,10,25,13,0,0,0,0,0,0,nan,nan,nan
23,1,29,15,0,14,1971,0,10,29,15,1,0,0,1,1,0,1,0,nan
24,0,19,10,0,9,1981,0,8,19,10,0,0,0,0,0,0,nan,nan,nan
25,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
26,0,31,16,0,15,1969,0,10,31,16,0,0,0,0,0,0,nan,nan,nan
27,0,23,12,0,11,1977,0,9,23,12,0,0,0,0,0,0,nan,nan,nan
28,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
29,1,21,11,0,10,1979,0,10,21,11,1,0,0,1,1,0,1,0,nan
30,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
31,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
32,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
33,0,21,11,0,10,1979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
34,0,27,14,0,13,1973,0,10,27,14,0,0,0,0,0,0,nan,nan,nan
35,0,29,15,0,14,1971,0,8,29,15,0,0,0,0,0,0,nan,nan,nan
36,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
37,0,23,12,0,11,1977,0,10,23,12,0,0,0,0,0,0,nan,nan,nan
38,1,21,10,1,10,1979,0,10,20,10,0,0,1,1,0,1,1,1,1
39,0,23,12,0,11,1977,0,8,23,12,0,0,0,0,0,0,nan,nan,nan
40,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
41,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
42,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
43,0,17,9,0,8,1983,0,8,17,9,0,0,0,0,0,0,nan,nan,nan
44,1,21,10,1,10,1979,0,10,20,10,0,0,1,1,0,1,1,1,1
45,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
46,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
47,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
48,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
49,1,31,15,1,15,1969,0,10,30,15,0,0,1,1,0,1,1,1,1
50,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
51,0,29,15,0,14,1971,0,9,29,15,0,0,0,0,0,0,nan,nan,nan
