left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,39,20,0,19,1961,0,9,39,20,0,0,0,0,0,0,nan,nan,nan
1,0,35,18,0,17,1965,0,10,35,18,0,0,0,0,0,0,nan,nan,nan
2,0,37,19,0,18,1963,0,10,37,19,0,0,0,0,0,0,nan,nan,nan
3,1,23,11,1,11,1977,0,10,22,11,0,0,1,1,0,1,1,1,1
4,0,27,14,0,13,1973,0,9,27,14,0,0,0,0,0,0,nan,nan,nan
5,0,47,24,0,23,1953,0,10,47,24,0,0,0,0,0,0,nan,nan,nan
6,1,25,13,0,12,1975,0,10,25,13,1,0,0,1,1,0,1,0,nan
7,0,41,21,0,20,1959,0,10,41,21,0,0,0,0,0,0,nan,nan,nan
8,0,23,12,0,11,1977,0,10,23,12,0,0,0,0,0,0,nan,nan,nan
9,0,27,14,0,13,1973,0,10,27,14,0,0,0,0,0,0,nan,nan,nan
10,0,30,15,0,15,1970,0,10,30,15,0,0,0,0,0,0,nan,nan,nan
11,0,23,12,0,11,1977,0,10,23,12,0,0,0,0,0,0,nan,nan,nan
12,1,74,37,0,37,1926,0,10,74,37,1,0,0,1,1,0,1,0,nan
13,0,19,10,0,9,1981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
14,0,21,11,0,10,1979,0,9,21,11,0,0,0,0,0,0,nan,nan,nan
15,0,35,18,0,17,1965,0,9,35,18,0,0,0,0,0,0,nan,nan,nan
16,1,51,26,0,25,1949,0,10,51,26,1,0,0,1,1,0,1,0,nan
17,0,25,13,0,12,1975,0,10,25,13,0,0,0,0,0,0,nan,nan,nan
18,0,25,13,0,12,1975,0,9,25,13,0,0,0,0,0,0,nan,nan,nan
19,0,35,18,0,17,1965,0,9,35,18,0,0,0,0,0,0,nan,nan,nan
20,0,27,14,0,13,1973,0,10,27,14,0,0,0,0,0,0,nan,nan,nan
