left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
1,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
2,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
3,1,29,15,0,14,49971,0,14,29,15,1,0,0,1,1,0,1,0,nan
4,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
5,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
6,0,29,15,0,14,49971,0,13,29,15,0,0,0,0,0,0,nan,nan,nan
7,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
8,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
9,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
10,0,35,18,0,17,49965,0,14,35,18,0,0,0,0,0,0,nan,nan,nan
11,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
12,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
13,1,31,16,0,15,49969,0,14,31,16,1,0,0,1,1,0,1,0,nan
14,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
15,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
16,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
17,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
18,1,27,14,0,13,49973,0,13,27,14,1,0,0,1,1,0,1,0,nan
19,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
20,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
21,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
22,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
23,0,36,18,0,18,49964,0,15,36,18,0,0,0,0,0,0,nan,nan,nan
24,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
25,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
26,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
27,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
28,1,32,16,0,16,49968,0,15,32,16,1,0,0,1,1,0,1,0,nan
29,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
30,0,31,16,0,15,49969,0,14,31,16,0,0,0,0,0,0,nan,nan,nan
31,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
32,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
33,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
34,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
35,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
36,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
37,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
38,1,35,18,0,17,49965,0,14,35,18,1,0,0,1,1,0,1,0,nan
39,2,44,21,1,22,49956,0,15,43,21,1,0,1,2,1,1,1,0.5,1
40,0,31,16,0,15,49969,0,15,31,16,0,0,0,0,0,0,nan,nan,nan
41,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
42,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
43,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
44,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
45,0,31,16,0,15,49969,0,15,31,16,0,0,0,0,0,0,nan,nan,nan
46,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
47,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
48,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
49,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
50,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
51,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
52,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
53,0,49,25,0,24,49951,0,15,49,25,0,0,0,0,0,0,nan,nan,nan
54,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
55,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
56,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
57,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
58,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
59,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
60,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
61,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
62,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
63,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
64,1,29,15,0,14,49971,0,14,29,15,1,0,0,1,1,0,1,0,nan
65,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
66,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
67,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
68,0,47,24,0,23,49953,0,13,47,24,0,0,0,0,0,0,nan,nan,nan
69,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
70,1,31,14,1,16,49969,0,15,30,14,0,0,1,1,0,1,1,1,1
71,0,40,20,0,20,49960,0,15,40,20,0,0,0,0,0,0,nan,nan,nan
72,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
73,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
74,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
75,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
