left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
1,2,48,23,1,24,49952,0,15,47,23,1,0,1,2,1,1,1,0.5,1
2,3,37,16,2,19,49963,0,15,35,16,1,0,2,3,1,2,1,0.666667,1
3,5,30,13,2,15,49969,1,15,28,13,2,0,2,4,2,3,1.25,0.6,1.5
4,1,46,23,0,23,49954,0,15,46,23,1,0,0,1,1,0,1,0,nan
5,3,41,21,0,20,49959,0,15,41,21,3,0,0,3,3,0,1,0,nan
6,3,32,15,1,16,49968,0,15,31,15,2,0,1,3,2,1,1,0.333333,1
7,1,32,16,0,16,49968,0,15,32,16,1,0,0,1,1,0,1,0,nan
8,3,54,26,1,27,49945,1,15,53,26,1,0,1,2,1,2,1.5,0.666667,2
9,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
10,1,40,20,0,20,49960,0,15,40,20,1,0,0,1,1,0,1,0,nan
11,2,36,18,0,18,49964,0,15,36,18,2,0,0,2,2,0,1,0,nan
12,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
13,2,29,14,1,14,49970,1,14,28,14,0,0,1,1,0,2,2,1,2
14,2,32,16,0,16,49968,0,15,32,16,2,0,0,2,2,0,1,0,nan
15,2,32,16,0,16,49968,0,15,32,16,2,0,0,2,2,0,1,0,nan
16,2,44,22,0,22,49956,0,15,44,22,2,0,0,2,2,0,1,0,nan
17,1,32,16,0,16,49968,0,15,32,16,1,0,0,1,1,0,1,0,nan
18,3,36,17,1,18,49964,0,15,35,17,2,0,1,3,2,1,1,0.333333,1
19,4,38,17,1,20,49962,0,15,37,17,3,0,1,4,3,1,1,0.25,1
20,4,37,17,1,19,49963,0,15,36,17,3,0,1,4,3,1,1,0.25,1
21,3,29,14,1,14,49970,1,14,28,14,1,0,1,2,1,2,1.5,0.666667,2
22,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
23,2,50,24,1,25,49949,1,15,49,24,0,0,1,1,0,2,2,1,2
24,1,36,17,1,18,49964,0,15,35,17,0,0,1,1,0,1,1,1,1
25,1,33,16,1,16,49967,0,15,32,16,0,0,1,1,0,1,1,1,1
26,2,35,16,1,18,49965,0,15,34,16,1,0,1,2,1,1,1,0.5,1
27,1,29,15,0,14,49971,0,14,29,15,1,0,0,1,1,0,1,0,nan
28,1,40,19,1,20,49960,0,15,39,19,0,0,1,1,0,1,1,1,1
29,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
30,2,39,19,0,20,49961,0,15,39,19,2,0,0,2,2,0,1,0,nan
31,3,37,17,1,19,49963,0,15,36,17,2,0,1,3,2,1,1,0.333333,1
32,2,33,15,1,17,49967,0,15,32,15,1,0,1,2,1,1,1,0.5,1
33,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
34,3,29,14,1,14,49970,1,14,28,14,1,0,1,2,1,2,1.5,0.666667,2
35,4,32,14,2,16,49967,1,15,30,14,1,0,2,3,1,3,1.33333,0.75,1.5
36,0,33,17,0,16,49967,0,15,33,17,0,0,0,0,0,0,nan,nan,nan
37,6,53,23,3,27,49946,1,15,50,23,2,0,3,5,2,4,1.2,0.666667,1.33333
38,3,48,22,1,25,49952,0,15,47,22,2,0,1,3,2,1,1,0.333333,1
39,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
40,3,37,18,1,18,49962,1,14,36,18,1,0,1,2,1,2,1.5,0.666667,2
41,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
42,2,29,15,0,14,49971,0,14,29,15,2,0,0,2,2,0,1,0,nan
43,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
44,3,46,22,0,24,49954,0,15,46,22,3,0,0,3,3,0,1,0,nan
45,2,34,16,1,17,49966,0,15,33,16,1,0,1,2,1,1,1,0.5,1
46,3,37,16,2,19,49962,1,15,35,16,0,0,2,2,0,3,1.5,1,1.5
47,3,40,19,1,20,49959,1,15,39,19,1,0,1,2,1,2,1.5,0.666667,2
