left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
1,0,43,22,0,21,49957,0,14,43,22,0,0,0,0,0,0,nan,nan,nan
2,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
3,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
4,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
5,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
6,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
7,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
8,0,31,16,0,15,49969,0,14,31,16,0,0,0,0,0,0,nan,nan,nan
9,1,23,12,0,11,49977,0,11,23,12,1,0,0,1,1,0,1,0,nan
10,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
11,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
12,1,31,16,0,15,49969,0,14,31,16,1,0,0,1,1,0,1,0,nan
13,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
14,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
15,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
16,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
17,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
18,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
19,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
20,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
21,0,31,16,0,15,49969,0,15,31,16,0,0,0,0,0,0,nan,nan,nan
22,0,23,12,0,11,49977,0,11,23,12,0,0,0,0,0,0,nan,nan,nan
23,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
24,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
25,0,21,11,0,10,49979,0,10,21,11,0,0,0,0,0,0,nan,nan,nan
26,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
27,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
28,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
29,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
30,1,32,16,0,16,49968,0,15,32,16,1,0,0,1,1,0,1,0,nan
31,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
32,0,19,10,0,9,49981,0,9,19,10,0,0,0,0,0,0,nan,nan,nan
33,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
34,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
35,1,39,20,0,19,49961,0,14,39,20,1,0,0,1,1,0,1,0,nan
36,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
37,0,32,16,0,16,49968,0,15,32,16,0,0,0,0,0,0,nan,nan,nan
38,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
39,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
40,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
41,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
42,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
43,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
44,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
45,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
46,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
47,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
48,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
49,0,33,17,0,16,49967,0,13,33,17,0,0,0,0,0,0,nan,nan,nan
50,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
51,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
52,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
53,0,31,16,0,15,49969,0,15,31,16,0,0,0,0,0,0,nan,nan,nan
54,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
55,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
56,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
57,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
58,0,31,16,0,15,49969,0,14,31,16,0,0,0,0,0,0,nan,nan,nan
59,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
60,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
61,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
62,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
63,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
64,0,31,16,0,15,49969,0,12,31,16,0,0,0,0,0,0,nan,nan,nan
65,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
66,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
67,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
68,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
69,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
70,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
71,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
72,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
73,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
74,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
75,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
76,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
77,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
78,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
79,1,27,14,0,13,49973,0,13,27,14,1,0,0,1,1,0,1,0,nan
80,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
81,1,31,16,0,15,49969,0,14,31,16,1,0,0,1,1,0,1,0,nan
82,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
83,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
84,2,30,14,1,15,49970,0,15,29,14,1,0,1,2,1,1,1,0.5,1
85,0,29,15,0,14,49971,0,13,29,15,0,0,0,0,0,0,nan,nan,nan
86,0,41,21,0,20,49959,0,13,41,21,0,0,0,0,0,0,nan,nan,nan
87,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
88,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
89,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
90,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
91,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
92,0,27,14,0,13,49973,0,10,27,14,0,0,0,0,0,0,nan,nan,nan
93,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
94,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
95,0,35,18,0,17,49965,0,14,35,18,0,0,0,0,0,0,nan,nan,nan
96,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
97,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
98,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
99,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
100,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
101,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
102,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
103,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
104,0,31,16,0,15,49969,0,15,31,16,0,0,0,0,0,0,nan,nan,nan
105,0,23,12,0,11,49977,0,11,23,12,0,0,0,0,0,0,nan,nan,nan
106,0,27,14,0,13,49973,0,13,27,14,0,0,0,0,0,0,nan,nan,nan
107,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
108,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
109,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
110,0,25,13,0,12,49975,0,12,25,13,0,0,0,0,0,0,nan,nan,nan
