left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,37,19,0,18,49963,0,14,37,19,0,0,0,0,0,0,nan,nan,nan
1,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
2,0,32,16,0,16,49968,0,15,32,16,0,0,0,0,0,0,nan,nan,nan
3,1,34,16,1,17,49966,0,15,33,16,0,0,1,1,0,1,1,1,1
4,0,45,23,0,22,49955,0,14,45,23,0,0,0,0,0,0,nan,nan,nan
5,0,46,23,0,23,49954,0,15,46,23,0,0,0,0,0,0,nan,nan,nan
6,0,47,24,0,23,49953,0,14,47,24,0,0,0,0,0,0,nan,nan,nan
7,0,56,28,0,28,49944,0,15,56,28,0,0,0,0,0,0,nan,nan,nan
8,1,38,19,0,19,49962,0,15,38,19,1,0,0,1,1,0,1,0,nan
9,0,33,17,0,16,49967,0,15,33,17,0,0,0,0,0,0,nan,nan,nan
10,0,31,16,0,15,49969,0,13,31,16,0,0,0,0,0,0,nan,nan,nan
11,0,31,16,0,15,49969,0,14,31,16,0,0,0,0,0,0,nan,nan,nan
12,1,56,28,0,28,49944,0,15,56,28,1,0,0,1,1,0,1,0,nan
13,0,35,18,0,17,49965,0,13,35,18,0,0,0,0,0,0,nan,nan,nan
14,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
15,0,41,21,0,20,49959,0,14,41,21,0,0,0,0,0,0,nan,nan,nan
16,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
17,0,35,18,0,17,49965,0,15,35,18,0,0,0,0,0,0,nan,nan,nan
18,1,57,29,0,28,49943,0,14,57,29,1,0,0,1,1,0,1,0,nan
19,0,41,21,0,20,49959,0,14,41,21,0,0,0,0,0,0,nan,nan,nan
20,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
21,0,68,34,0,34,49932,0,15,68,34,0,0,0,0,0,0,nan,nan,nan
22,1,46,22,1,23,49954,0,15,45,22,0,0,1,1,0,1,1,1,1
23,0,37,19,0,18,49963,0,14,37,19,0,0,0,0,0,0,nan,nan,nan
24,1,30,15,0,15,49970,0,15,30,15,1,0,0,1,1,0,1,0,nan
25,0,45,23,0,22,49955,0,14,45,23,0,0,0,0,0,0,nan,nan,nan
26,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
27,0,44,22,0,22,49956,0,15,44,22,0,0,0,0,0,0,nan,nan,nan
28,0,41,21,0,20,49959,0,13,41,21,0,0,0,0,0,0,nan,nan,nan
29,0,32,16,0,16,49968,0,15,32,16,0,0,0,0,0,0,nan,nan,nan
30,0,51,26,0,25,49949,0,14,51,26,0,0,0,0,0,0,nan,nan,nan
31,0,35,18,0,17,49965,0,14,35,18,0,0,0,0,0,0,nan,nan,nan
32,1,38,19,0,19,49962,0,15,38,19,1,0,0,1,1,0,1,0,nan
33,0,36,18,0,18,49964,0,15,36,18,0,0,0,0,0,0,nan,nan,nan
34,0,43,21,0,22,49957,0,15,43,21,0,0,0,0,0,0,nan,nan,nan
35,0,42,21,0,21,49958,0,15,42,21,0,0,0,0,0,0,nan,nan,nan
36,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
37,0,39,20,0,19,49961,0,14,39,20,0,0,0,0,0,0,nan,nan,nan
38,0,34,17,0,17,49966,0,15,34,17,0,0,0,0,0,0,nan,nan,nan
39,1,52,26,0,26,49948,0,15,52,26,1,0,0,1,1,0,1,0,nan
40,0,47,24,0,23,49953,0,13,47,24,0,0,0,0,0,0,nan,nan,nan
41,0,33,17,0,16,49967,0,14,33,17,0,0,0,0,0,0,nan,nan,nan
42,0,34,17,0,17,49966,0,15,34,17,0,0,0,0,0,0,nan,nan,nan
43,1,37,19,0,18,49963,0,14,37,19,1,0,0,1,1,0,1,0,nan
44,2,40,19,1,20,49960,0,15,39,19,1,0,1,2,1,1,1,0.5,1
45,0,33,17,0,16,49967,0,14,33,17,0,0,0,0,0,0,nan,nan,nan
46,0,49,25,0,24,49951,0,14,49,25,0,0,0,0,0,0,nan,nan,nan
47,0,30,15,0,15,49970,0,15,30,15,0,0,0,0,0,0,nan,nan,nan
48,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
49,1,30,14,1,15,49970,0,15,29,14,0,0,1,1,0,1,1,1,1
50,0,29,15,0,14,49971,0,14,29,15,0,0,0,0,0,0,nan,nan,nan
