left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,28,206,87,16,103,1794,0,10,190,87,12,0,16,28,12,16,1,0.571429,1
1,28,352,161,14,177,1644,4,10,338,161,10,0,14,24,10,18,1.16667,0.642857,1.28571
2,13,159,74,5,80,1841,0,10,154,74,8,0,5,13,8,5,1,0.384615,1
3,24,209,94,10,105,1788,3,10,199,94,11,0,10,21,11,13,1.14286,0.541667,1.3
4,23,350,162,12,176,1650,0,10,338,162,11,0,12,23,11,12,1,0.521739,1
5,9,223,108,4,111,1777,0,10,219,108,5,0,4,9,5,4,1,0.444444,1
6,19,186,84,9,93,1814,0,10,177,84,10,0,9,19,10,9,1,0.473684,1
7,25,241,107,13,121,1759,0,10,228,107,12,0,13,25,12,13,1,0.52,1
8,15,125,56,7,62,1875,0,10,118,56,8,0,7,15,8,7,1,0.466667,1
9,5,97,47,2,48,1903,0,10,95,47,3,0,2,5,3,2,1,0.4,1
10,14,215,99,8,108,1785,0,10,207,99,6,0,8,14,6,8,1,0.571429,1
11,18,139,63,7,69,1859,2,10,132,63,9,0,7,16,9,9,1.125,0.5,1.28571
12,17,147,66,8,73,1853,0,10,139,66,9,0,8,17,9,8,1,0.470588,1
13,12,259,125,4,130,1741,0,10,255,125,8,0,4,12,8,4,1,0.333333,1
14,21,332,156,9,167,1666,2,10,323,156,10,0,9,19,10,11,1.10526,0.52381,1.22222
15,31,355,161,15,179,1641,4,10,340,161,12,0,15,27,12,19,1.14815,0.612903,1.26667
16,32,424,197,15,212,1576,0,10,409,197,17,0,15,32,17,15,1,0.46875,1
17,17,170,76,8,86,1829,1,10,162,76,8,0,8,16,8,9,1.0625,0.529412,1.125
18,24,297,134,14,149,1703,0,10,283,134,10,0,14,24,10,14,1,0.583333,1
19,18,170,79,6,85,1829,1,10,164,79,11,0,6,17,11,7,1.05882,0.388889,1.16667
20,22,389,185,9,195,1608,3,10,380,185,10,0,9,19,10,12,1.15789,0.545455,1.33333
21,31,209,92,13,104,1789,2,10,196,92,16,0,13,29,16,15,1.06897,0.483871,1.15385
22,1,93,46,1,46,1907,0,10,92,46,0,0,1,1,0,1,1,1,1
23,20,242,111,10,121,1758,0,10,232,111,10,0,10,20,10,10,1,0.5,1
24,17,161,72,9,80,1839,0,10,152,72,8,0,9,17,8,9,1,0.529412,1
25,11,171,79,7,85,1829,0,10,164,79,4,0,7,11,4,7,1,0.636364,1
26,26,205,90,13,102,1795,0,10,192,90,13,0,13,26,13,13,1,0.5,1
27,20,168,76,8,84,1830,2,10,160,76,10,0,8,18,10,10,1.11111,0.5,1.25
28,28,196,83,14,99,1800,4,10,182,83,10,0,14,24,10,18,1.16667,0.642857,1.28571
29,23,241,108,13,120,1759,0,10,228,108,10,0,13,23,10,13,1,0.565217,1
30,10,204,97,4,103,1795,1,10,200,97,5,0,4,9,5,5,1.11111,0.5,1.25
31,14,170,80,4,86,1830,0,10,166,80,10,0,4,14,10,4,1,0.285714,1
32,28,268,121,13,134,1730,2,10,255,121,13,0,13,26,13,15,1.07692,0.535714,1.15385
33,9,211,101,4,106,1789,0,10,207,101,5,0,4,9,5,4,1,0.444444,1
34,21,341,160,10,171,1659,0,10,331,160,11,0,10,21,11,10,1,0.47619,1
35,35,306,131,22,153,1694,0,10,284,131,13,0,22,35,13,22,1,0.628571,1
36,20,142,64,7,71,1858,0,10,135,64,13,0,7,20,13,7,1,0.35,1
37,14,187,86,8,93,1813,0,10,179,86,6,0,8,14,6,8,1,0.571429,1
38,8,179,87,3,89,1821,0,10,176,87,5,0,3,8,5,3,1,0.375,1
39,22,190,86,9,95,1810,0,10,181,86,13,0,9,22,13,9,1,0.409091,1
40,27,280,128,11,141,1718,2,10,269,128,14,0,11,25,14,13,1.08,0.481481,1.18182
41,13,255,120,7,128,1745,0,10,248,120,6,0,7,13,6,7,1,0.538462,1
42,14,189,88,6,95,1811,0,10,183,88,8,0,6,14,8,6,1,0.428571,1
43,24,231,104,10,117,1767,2,10,221,104,12,0,10,22,12,12,1.09091,0.5,1.2
44,26,272,123,12,137,1726,2,10,260,123,12,0,12,24,12,14,1.08333,0.538462,1.16667
45,20,255,122,6,127,1745,0,10,249,122,14,0,6,20,14,6,1,0.3,1
46,13,179,81,9,89,1821,0,10,170,81,4,0,9,13,4,9,1,0.692308,1
47,9,151,72,4,75,1849,0,10,147,72,5,0,4,9,5,4,1,0.444444,1
48,17,228,108,6,114,1772,0,10,222,108,11,0,6,17,11,6,1,0.352941,1
49,24,142,60,11,71,1856,2,10,131,60,11,0,11,22,11,13,1.09091,0.541667,1.18182
50,35,278,123,16,139,1720,2,10,262,123,17,0,16,33,17,18,1.06061,0.514286,1.125
51,29,335,155,13,167,1663,2,10,322,155,14,0,13,27,14,15,1.07407,0.517241,1.15385
52,32,274,122,14,138,1724,2,10,260,122,16,0,14,30,16,16,1.06667,0.5,1.14286
53,10,115,55,3,57,1885,0,10,112,55,7,0,3,10,7,3,1,0.3,1
54,30,217,92,16,109,1782,1,10,201,92,13,0,16,29,13,17,1.03448,0.566667,1.0625
55,16,170,77,8,85,1827,3,10,162,77,5,0,8,13,5,11,1.23077,0.6875,1.375
56,18,271,125,11,135,1727,2,10,260,125,5,0,11,16,5,13,1.125,0.722222,1.18182
57,24,284,130,11,143,1715,1,10,273,130,12,0,11,23,12,12,1.04348,0.5,1.09091
58,20,227,103,11,113,1771,2,10,216,103,7,0,11,18,7,13,1.11111,0.65,1.18182
59,31,404,188,14,202,1595,1,10,390,188,16,0,14,30,16,15,1.03333,0.483871,1.07143
60,38,515,240,18,257,1483,2,10,497,240,18,0,18,36,18,20,1.05556,0.526316,1.11111
61,39,484,225,15,244,1515,1,10,469,225,23,0,15,38,23,16,1.02632,0.410256,1.06667
62,21,266,124,9,133,1734,0,10,257,124,12,0,9,21,12,9,1,0.428571,1
63,18,146,65,8,73,1854,0,10,138,65,10,0,8,18,10,8,1,0.444444,1
64,36,441,204,16,221,1556,3,10,425,204,17,0,16,33,17,19,1.09091,0.527778,1.1875
65,8,240,117,3,120,1759,1,10,237,117,4,0,3,7,4,4,1.14286,0.5,1.33333
66,29,333,152,13,168,1667,0,10,320,152,16,0,13,29,16,13,1,0.448276,1
67,6,175,87,1,87,1825,0,10,174,87,5,0,1,6,5,1,1,0.166667,1
68,26,345,156,17,172,1655,0,10,328,156,9,0,17,26,9,17,1,0.653846,1
69,26,217,99,10,108,1778,5,10,207,99,11,0,10,21,11,15,1.2381,0.576923,1.5
70,24,185,78,13,94,1815,0,10,172,78,11,0,13,24,11,13,1,0.541667,1
71,19,237,109,8,120,1763,0,10,229,109,11,0,8,19,11,8,1,0.421053,1
72,33,453,212,15,226,1543,4,10,438,212,14,0,15,29,14,19,1.13793,0.575758,1.26667
73,28,170,73,12,85,1828,2,10,158,73,14,0,12,26,14,14,1.07692,0.5,1.16667
74,9,137,64,5,68,1863,0,10,132,64,4,0,5,9,4,5,1,0.555556,1
75,9,107,49,5,53,1891,2,10,102,49,2,0,5,7,2,7,1.28571,0.777778,1.4
76,22,318,150,8,160,1680,2,10,310,150,12,0,8,20,12,10,1.1,0.454545,1.25
77,14,158,71,8,79,1839,3,10,150,71,3,0,8,11,3,11,1.27273,0.785714,1.375
78,23,275,128,10,137,1723,2,10,265,128,11,0,10,21,11,12,1.09524,0.521739,1.2
79,11,123,58,4,61,1875,2,10,119,58,5,0,4,9,5,6,1.22222,0.545455,1.5
80,6,149,72,3,74,1851,0,10,146,72,3,0,3,6,3,3,1,0.5,1
81,12,223,107,4,112,1777,0,10,219,107,8,0,4,12,8,4,1,0.333333,1
82,11,180,83,7,90,1818,2,10,173,83,2,0,7,9,2,9,1.22222,0.818182,1.28571
83,7,113,52,5,56,1887,0,10,108,52,2,0,5,7,2,5,1,0.714286,1
84,28,243,106,15,122,1757,0,10,228,106,13,0,15,28,13,15,1,0.535714,1
85,24,213,92,15,106,1787,0,10,198,92,9,0,15,24,9,15,1,0.625,1
86,10,96,44,4,48,1904,0,10,92,44,6,0,4,10,6,4,1,0.4,1
87,18,152,69,7,76,1848,0,10,145,69,11,0,7,18,11,7,1,0.388889,1
88,19,182,82,9,91,1817,1,10,173,82,9,0,9,18,9,10,1.05556,0.526316,1.11111
89,17,163,71,10,82,1837,0,10,153,71,7,0,10,17,7,10,1,0.588235,1
90,24,217,98,10,109,1781,2,10,207,98,12,0,10,22,12,12,1.09091,0.5,1.2
91,13,168,79,5,84,1832,0,10,163,79,8,0,5,13,8,5,1,0.384615,1
92,10,191,89,6,96,1809,0,10,185,89,4,0,6,10,4,6,1,0.6,1
93,32,243,107,14,122,1753,4,10,229,107,14,0,14,28,14,18,1.14286,0.5625,1.28571
94,5,115,56,2,57,1885,0,10,113,56,3,0,2,5,3,2,1,0.4,1
95,10,115,54,3,58,1885,0,10,112,54,7,0,3,10,7,3,1,0.3,1
96,18,218,100,8,110,1780,2,10,210,100,8,0,8,16,8,10,1.125,0.555556,1.25
97,27,172,77,9,86,1828,0,10,163,77,18,0,9,27,18,9,1,0.333333,1
98,15,190,89,6,95,1810,0,10,184,89,9,0,6,15,9,6,1,0.4,1
99,7,121,57,3,61,1879,0,10,118,57,4,0,3,7,4,3,1,0.428571,1
100,11,199,95,5,99,1801,0,10,194,95,6,0,5,11,6,5,1,0.454545,1
101,16,172,77,9,86,1826,2,10,163,77,5,0,9,14,5,11,1.14286,0.6875,1.22222
102,38,399,184,15,200,1601,0,10,384,184,23,0,15,38,23,15,1,0.394737,1
103,17,161,74,7,80,1839,0,10,154,74,10,0,7,17,10,7,1,0.411765,1
104,27,238,106,13,119,1760,2,10,225,106,12,0,13,25,12,15,1.08,0.555556,1.15385
105,20,229,108,6,115,1770,1,10,223,108,13,0,6,19,13,7,1.05263,0.35,1.16667
106,28,393,182,14,197,1607,0,10,379,182,14,0,14,28,14,14,1,0.5,1
107,24,433,204,12,217,1567,0,10,421,204,12,0,12,24,12,12,1,0.5,1
108,28,267,122,11,134,1731,2,10,256,122,15,0,11,26,15,13,1.07692,0.464286,1.18182
109,27,102,39,12,51,1894,4,10,90,39,11,0,12,23,11,16,1.17391,0.592593,1.33333
110,5,133,64,3,66,1867,0,10,130,64,2,0,3,5,2,3,1,0.6,1
111,22,356,165,12,179,1644,0,10,344,165,10,0,12,22,10,12,1,0.545455,1
112,10,53,23,4,26,1945,2,10,49,23,4,0,4,8,4,6,1.25,0.6,1.5
113,20,255,117,11,127,1745,0,10,244,117,9,0,11,20,9,11,1,0.55,1
114,30,415,195,12,208,1577,8,10,403,195,10,0,12,22,10,20,1.36364,0.666667,1.66667
115,53,227,86,27,114,1769,4,10,200,86,22,0,27,49,22,31,1.08163,0.584906,1.14815
116,29,335,151,16,168,1662,3,10,319,151,10,0,16,26,10,19,1.11538,0.655172,1.1875
117,17,252,117,9,126,1746,2,10,243,117,6,0,9,15,6,11,1.13333,0.647059,1.22222
118,12,258,123,5,130,1742,0,10,253,123,7,0,5,12,7,5,1,0.416667,1
119,14,396,192,5,199,1604,0,10,391,192,9,0,5,14,9,5,1,0.357143,1
120,12,94,42,5,47,1906,0,10,89,42,7,0,5,12,7,5,1,0.416667,1
121,36,482,218,23,241,1518,0,10,459,218,13,0,23,36,13,23,1,0.638889,1
122,18,229,107,7,115,1771,0,10,222,107,11,0,7,18,11,7,1,0.388889,1
123,22,167,74,10,83,1833,0,10,157,74,12,0,10,22,12,10,1,0.454545,1
124,18,190,87,8,95,1808,2,10,182,87,8,0,8,16,8,10,1.125,0.555556,1.25
125,6,161,78,2,81,1839,0,10,159,78,4,0,2,6,4,2,1,0.333333,1
126,10,163,75,6,82,1836,1,10,157,75,3,0,6,9,3,7,1.11111,0.7,1.16667
127,7,71,33,3,35,1929,0,10,68,33,4,0,3,7,4,3,1,0.428571,1
128,21,278,131,8,139,1722,0,10,270,131,13,0,8,21,13,8,1,0.380952,1
129,25,372,174,12,186,1624,4,10,360,174,9,0,12,21,9,16,1.19048,0.64,1.33333
130,37,304,133,19,152,1696,0,10,285,133,18,0,19,37,18,19,1,0.513514,1
131,10,148,67,7,74,1852,0,10,141,67,3,0,7,10,3,7,1,0.7,1
132,14,264,126,6,132,1736,0,10,258,126,8,0,6,14,8,6,1,0.428571,1
133,42,517,237,22,258,1483,0,10,495,237,20,0,22,42,20,22,1,0.52381,1
134,20,201,88,11,102,1799,0,10,190,88,9,0,11,20,9,11,1,0.55,1
135,14,197,90,8,99,1803,0,10,189,90,6,0,8,14,6,8,1,0.571429,1
136,27,272,124,12,136,1723,5,10,260,124,10,0,12,22,10,17,1.22727,0.62963,1.41667
137,11,131,61,5,65,1867,2,10,126,61,4,0,5,9,4,7,1.22222,0.636364,1.4
138,12,271,130,5,136,1729,0,10,266,130,7,0,5,12,7,5,1,0.416667,1
139,20,269,125,10,134,1729,2,10,259,125,8,0,10,18,8,12,1.11111,0.6,1.2
140,27,207,92,11,104,1791,2,10,196,92,14,0,11,25,14,13,1.08,0.481481,1.18182
141,14,140,63,7,70,1858,2,10,133,63,5,0,7,12,5,9,1.16667,0.642857,1.28571
142,22,305,140,13,152,1693,2,10,292,140,7,0,13,20,7,15,1.1,0.681818,1.15385
143,6,117,54,5,58,1883,0,10,112,54,1,0,5,6,1,5,1,0.833333,1
144,19,295,138,10,147,1705,0,10,285,138,9,0,10,19,9,10,1,0.526316,1
145,9,153,70,6,77,1847,0,10,147,70,3,0,6,9,3,6,1,0.666667,1
146,22,302,142,9,151,1696,2,10,293,142,11,0,9,20,11,11,1.1,0.5,1.22222
147,18,141,62,9,70,1857,2,10,132,62,7,0,9,16,7,11,1.125,0.611111,1.22222
148,14,278,132,7,139,1722,0,10,271,132,7,0,7,14,7,7,1,0.5,1
149,18,239,108,11,120,1761,0,10,228,108,7,0,11,18,7,11,1,0.611111,1
150,9,61,27,4,30,1939,0,10,57,27,5,0,4,9,5,4,1,0.444444,1
151,14,195,88,9,98,1805,0,10,186,88,5,0,9,14,5,9,1,0.642857,1
152,37,526,241,22,263,1474,0,10,504,241,15,0,22,37,15,22,1,0.594595,1
153,19,424,202,9,213,1576,0,10,415,202,10,0,9,19,10,9,1,0.473684,1
154,16,252,117,9,126,1748,0,10,243,117,7,0,9,16,7,9,1,0.5625,1
155,34,259,114,14,131,1737,4,10,245,114,16,0,14,30,16,18,1.13333,0.529412,1.28571
156,18,282,129,12,141,1718,0,10,270,129,6,0,12,18,6,12,1,0.666667,1
